Branch_ID,True_Archetype,x1_OpCost,x2_Staff,z1_GreenDeposits,z2_ESGAccounts,y1_GreenRevenue,y2_CarbonNPL,E1_Input,E2_Input,E0_Input,E1_Output,E2_Output,E0_Output,E1_NonOriented,E2_NonOriented,E0_NonOriented,Slack_OpCost,Slack_Staff,Slack_Revenue,Slack_CarbonNPL,Reduct_%_OpCost,Reduct_%_Staff,Expand_%_Revenue,Mitigat_%_CarbonNPL
BR_099,Archetype_A,1.9023076727645487,20.722588265301532,6.046433485011472,225.57816455829501,9.406062678077472,0.8855408715293531,0.6243,0.5464,0.5854,0.6387,0.5996,0.6192,0.5964,0.5464,0.5714,0.507,9.0,0.0,0.811,26.6,43.4,0.0,91.5
BR_100,Archetype_A,1.6199450507090851,19.580725064457134,6.444675493808872,111.01325645117622,6.8980116447645745,1.0483510507472829,0.5665,0.5118,0.5392,0.4776,0.6073,0.5424,0.4654,0.5118,0.4886,0.358,9.0,0.0,0.988,22.1,45.9,0.0,94.2
BR_101,Archetype_A,2.0466111596481222,24.460910449433293,5.078289344262635,121.68298228105078,6.536060257765797,0.41169475349728046,0.3802,0.5514,0.4658,0.3768,0.6504,0.5136,0.3565,0.5514,0.454,1.052,16.1,0.0,0.355,51.4,65.9,0.0,86.1
BR_102,Archetype_A,2.988004824004359,25.272673877245534,5.522170902407959,275.1773731814138,12.537080059632983,0.22625897688063995,0.528,1.0,0.764,0.4421,1.0,0.721,0.4288,1.0,0.7144,0.738,14.8,0.0,-0.0,24.7,58.6,0.0,-0.0
BR_103,Archetype_A,3.2224808257773505,19.67028407431111,6.689383778715625,146.98907348429387,4.915512429313104,1.2020217854715374,0.4062,0.3118,0.359,0.3835,0.3413,0.3624,0.3736,0.3118,0.3427,1.64,12.3,0.0,0.801,50.9,62.6,0.0,66.6
BR_104,Archetype_A,2.554647554390184,13.3419604689775,5.265387810648658,234.9749367348211,8.317806885211704,0.4220622608526008,0.6641,0.5218,0.593,0.5698,0.663,0.6164,0.5594,0.5218,0.5406,0.633,4.4,0.0,0.415,24.8,33.0,0.0,98.4
BR_105,Archetype_A,2.752570840979567,21.885392292833952,6.5805163853465825,155.57684760439108,5.652256419239854,0.5141398043513382,0.4242,0.3711,0.3976,0.4108,0.439,0.4249,0.4032,0.3711,0.3872,1.196,14.6,0.0,0.465,43.4,66.9,0.0,90.4
BR_106,Archetype_B,4.28886546010636,37.34229074580104,2.4060920402142116,174.45842193403317,6.749813239475725,1.8564788462978383,0.226,0.5509,0.3884,0.1519,0.6725,0.4122,0.1443,0.5509,0.3476,2.454,26.4,0.0,1.306,57.2,70.6,0.0,70.3
BR_107,Archetype_B,3.1007021431863637,16.057133226393212,5.972880892112405,175.89935967077005,5.944352069686857,1.0570267073542479,0.4389,0.3748,0.4069,0.4434,0.3842,0.4138,0.4365,0.3748,0.4056,1.662,9.4,0.0,1.005,53.6,58.3,0.0,95.1
BR_108,Archetype_B,2.591238219637215,34.494875315409985,6.192534373119369,56.11432133646302,6.461096722448248,1.0514229647292153,0.33,0.8208,0.5754,0.1706,0.9702,0.5704,0.1647,0.8208,0.4928,1.19,17.5,0.0,0.0,45.9,50.7,0.0,0.0
BR_109,Archetype_B,4.437262088161441,24.001217308594107,3.679749516975322,106.39678261862053,5.275347982286712,1.6425114607115954,0.1825,0.4234,0.303,0.1862,0.4804,0.3333,0.1824,0.4234,0.3029,3.567,20.0,0.0,1.212,80.4,83.1,0.0,73.8
BR_110,Archetype_B,3.0058241124296368,28.47691733086038,6.8984124858137115,84.65623142858925,5.943888510704837,1.0486284176861198,0.3567,0.4969,0.4268,0.2385,0.6431,0.4408,0.2369,0.4969,0.3669,1.655,17.1,0.0,0.997,55.0,60.2,0.0,95.0
BR_111,Archetype_B,3.902457969637956,28.91902035678258,3.9873019316330502,121.80544817701129,6.827716007065433,1.563613989843646,0.2057,0.509,0.3574,0.208,0.5629,0.3854,0.2021,0.509,0.3556,2.906,24.3,0.0,1.006,74.5,84.0,0.0,64.4
BR_112,Archetype_B,5.525091823345201,16.556496739998828,4.9742984956827625,99.838556443328,7.762408137238076,0.9861041381665263,0.2596,0.6637,0.4616,0.2672,0.7665,0.5168,0.2227,0.6637,0.4432,4.348,11.1,0.0,0.353,78.7,66.9,0.0,35.8
BR_113,Archetype_B,4.4795941366654555,28.587402378852307,3.4406065893724986,210.6577599716754,7.775161371831495,0.8945243573024182,0.3062,0.6208,0.4635,0.2208,0.6882,0.4545,0.2134,0.6208,0.4171,2.757,20.6,0.0,0.26,61.5,72.0,0.0,29.1
BR_114,Archetype_B,4.481055571446737,32.24504882074015,5.089629012611982,163.7213563412766,3.332302719202625,1.1568779059294911,0.2415,0.2238,0.2326,0.2402,0.2253,0.2328,0.233,0.2238,0.2284,3.142,26.0,0.0,0.885,70.1,80.7,0.0,76.5
BR_115,Archetype_B,2.8820657977051543,23.32287943750369,1.859505439768581,141.81938967700262,5.5298478590955025,1.3018067588965907,0.2832,0.5892,0.4362,0.1809,0.7254,0.4532,0.1728,0.5892,0.381,1.39,14.4,0.0,0.842,48.2,61.7,0.0,64.7
BR_116,Archetype_B,4.856282614289186,36.13267208162368,5.581797640947778,121.72799365787716,3.383243863499295,1.7017664842900482,0.2055,0.2202,0.2128,0.1943,0.2601,0.2272,0.19,0.2202,0.2051,3.536,30.0,0.0,1.426,72.8,83.0,0.0,83.8
BR_117,Archetype_B,3.7901239408450027,18.68779940001703,5.190702160643484,159.379623692417,6.594505573175756,1.1167053138753777,0.3304,0.4494,0.3899,0.3273,0.4516,0.3894,0.3243,0.4494,0.3869,2.487,12.6,0.0,0.578,65.6,67.5,0.0,51.8
BR_118,Archetype_B,4.862388103327418,26.786392401144187,4.196792036675905,180.60732709658132,4.846967347129756,1.189127990965651,0.2635,0.3354,0.2994,0.2308,0.3677,0.2992,0.2253,0.3354,0.2804,3.385,19.9,0.0,0.794,69.6,74.3,0.0,66.7
BR_119,Archetype_B,4.665833559696952,22.798661256230723,2.787086468385148,156.0459370522051,4.626485009849352,1.6252574516545564,0.248,0.3687,0.3084,0.1835,0.4458,0.3146,0.1819,0.3687,0.2753,3.39,16.9,0.0,1.248,72.6,74.0,0.0,76.8
BR_120,Archetype_B,4.73632276931126,24.028026572550875,3.81606035489779,47.24352633157131,5.7919548347520005,1.3737318723675067,0.1672,0.8141,0.4906,0.1107,0.9151,0.5129,0.1095,0.8141,0.4618,3.833,19.8,0.0,0.255,80.9,82.5,0.0,18.5
BR_121,Archetype_B,3.678617463767297,35.48514036447413,4.123613506912547,150.0129259661878,5.995437811651568,0.8706085903129144,0.229,0.4918,0.3604,0.2286,0.5037,0.3662,0.219,0.4918,0.3554,2.452,29.8,0.0,0.381,66.7,83.9,0.0,43.8
BR_122,Archetype_B,3.2304794471823293,22.66806625444,3.380134447125883,74.5682314817999,4.2985164233308355,1.2732281780681776,0.1924,0.4381,0.3152,0.1828,0.5171,0.35,0.1781,0.4381,0.3081,2.431,18.9,0.0,0.922,75.2,83.6,0.0,72.4
BR_123,Archetype_B,4.316723096339003,28.972994947552326,2.0510027438318477,110.48633612723421,6.755794402598356,1.9738242671153747,0.1635,0.7026,0.433,0.1287,0.7778,0.4532,0.1238,0.7026,0.4132,3.413,24.8,0.0,1.026,79.1,85.5,0.0,52.0
BR_124,Archetype_B,3.1145606924325144,27.96876416150431,6.0444697506009595,40.96259734517696,5.482517348736305,1.2282774542522976,0.308,0.8002,0.5541,0.1289,0.9891,0.559,0.1282,0.8002,0.4642,1.747,11.4,0.0,0.0,56.1,40.7,0.0,0.0
BR_125,Archetype_B,3.3997374136385785,31.480567832848546,4.671037633344958,141.95341861596492,2.3110895440648367,1.2428609819475185,0.2508,0.1636,0.2072,0.2582,0.1692,0.2137,0.2502,0.1636,0.2069,2.239,26.1,0.0,1.054,65.9,82.8,0.0,84.8
BR_126,Archetype_B,4.618278279877061,35.0895436441083,4.182772044125342,139.5001199211029,7.089720398514786,0.8821148032610298,0.194,0.5885,0.3912,0.1904,0.5959,0.3932,0.185,0.5885,0.3868,3.477,29.8,0.0,0.303,75.3,84.9,0.0,34.4
BR_127,Archetype_B,5.0213938913731875,36.50430565316793,4.793210070799713,72.9489629569052,4.914998632285316,1.3153065362526335,0.1657,0.4545,0.3101,0.13,0.5771,0.3535,0.1277,0.4545,0.2911,3.887,31.2,0.0,0.914,77.4,85.5,0.0,69.5
BR_128,Archetype_B,4.530731558705294,25.874281144519447,4.896049728973016,148.74989732820274,5.002049422818196,1.392983899101432,0.2416,0.3311,0.2864,0.2438,0.3476,0.2957,0.2377,0.3311,0.2844,3.314,20.2,0.0,0.985,73.2,78.1,0.0,70.7
BR_129,Archetype_B,3.610302496590856,19.716884739953915,5.040649166888803,128.2510376837761,7.091398275891093,1.0021323414131733,0.2971,0.5457,0.4214,0.2922,0.5749,0.4336,0.2863,0.5457,0.416,2.418,14.2,0.0,0.423,67.0,71.9,0.0,42.2
BR_130,Archetype_B,3.1813185594030844,22.640151021529356,4.962467337538065,125.159397613752,5.046992783190202,2.003555928559751,0.2943,0.3251,0.3097,0.2921,0.3748,0.3335,0.2843,0.3251,0.3047,2.007,17.2,0.0,1.592,63.1,75.9,0.0,79.4
BR_131,Archetype_B,4.3133865719804625,28.976082266416263,5.857321175473078,106.35386915034273,4.567758151840224,2.2726278041777546,0.2446,0.2938,0.2692,0.2149,0.3581,0.2865,0.2097,0.2938,0.2518,2.928,22.5,0.0,1.9,67.9,77.7,0.0,83.6
BR_132,Archetype_B,4.6200706462969165,17.02050770787417,4.572051527860944,135.56306427386795,4.419243496515339,1.5156069714589975,0.27,0.303,0.2865,0.2994,0.3296,0.3145,0.2682,0.303,0.2856,3.511,11.9,0.0,1.155,76.0,69.7,0.0,76.2
BR_133,Archetype_B,1.9563742321254192,35.99218653352533,5.872986989649347,158.44620949787375,8.22066882376917,0.026907317229080796,0.4112,0.8311,0.6212,0.4406,0.9594,0.7,0.394,0.8311,0.6125,0.806,26.3,0.0,0.007,41.2,73.2,0.0,26.2
BR_134,Archetype_B,3.1855390787684144,33.9440575808715,5.93704252942382,50.803591736106696,5.598277641814348,0.6953779045351316,0.2772,0.8559,0.5666,0.1376,0.9909,0.5642,0.1369,0.8559,0.4964,1.842,17.7,0.0,0.0,57.8,52.0,0.0,0.0
BR_135,Archetype_B,4.358831315729282,22.83303536222312,3.3783654061283497,70.77303792865371,5.388175872569999,2.4190273568257985,0.1621,0.5083,0.3352,0.1477,0.5888,0.3682,0.1454,0.5083,0.3268,3.56,19.1,0.0,1.979,81.7,83.7,0.0,81.8
BR_136,Archetype_B,4.932890203258898,35.4541619647195,7.08344516141815,101.15239409375751,4.940092262497476,1.3271867011138871,0.2506,0.3518,0.3012,0.1883,0.4442,0.3162,0.185,0.3518,0.2684,3.257,27.7,0.0,0.924,66.0,78.0,0.0,69.6
BR_137,Archetype_B,5.0189692404078325,19.257556493644895,2.850974160796781,168.97378032736188,4.31795510823534,1.4541168125834434,0.2797,0.3412,0.3104,0.219,0.4156,0.3173,0.1998,0.3412,0.2705,3.637,12.8,0.0,1.102,72.5,66.6,0.0,75.8
BR_138,Archetype_B,4.036451272230635,21.404432326656664,5.814820252791409,157.21404550055001,5.202218068877862,0.8735278020138358,0.3151,0.3508,0.3329,0.3147,0.3728,0.3438,0.3091,0.3508,0.3299,2.661,15.0,0.0,0.828,65.9,70.1,0.0,94.8
BR_139,Archetype_B,3.19477020166374,35.6506499448473,4.140973881762342,159.00208840504908,6.467268357399539,1.255806194662792,0.2574,0.4592,0.3583,0.2624,0.4997,0.381,0.2439,0.4592,0.3516,2.211,27.4,0.0,0.728,69.2,76.8,0.0,58.0
BR_140,Archetype_B,3.3647911386474663,32.15163791825278,5.784487123836052,137.20554922125038,2.442761887396028,0.5015972409707221,0.285,0.1807,0.2328,0.2783,0.2109,0.2446,0.271,0.1807,0.2258,2.232,22.6,0.0,0.48,66.3,70.4,0.0,95.7
BR_141,Archetype_B,4.5294761432328965,30.5931833454236,5.570980393823978,137.68606473664317,3.975031904765356,2.6396161472394746,0.2361,0.223,0.2296,0.2329,0.2603,0.2466,0.2264,0.223,0.2247,3.211,24.5,0.0,2.315,70.9,80.0,0.0,87.7
BR_142,Archetype_B,4.990750528684992,27.880407345196808,6.37310726289401,65.62018659842582,4.384051346934542,1.7091480573849818,0.2519,0.3826,0.3173,0.1478,0.5159,0.3318,0.1454,0.3826,0.264,3.483,20.9,0.0,1.351,69.8,74.8,0.0,79.1
BR_143,Archetype_B,4.406086749656705,18.175203776387768,5.169663023748097,139.0711652769827,5.635996258048388,1.8842593836838573,0.2913,0.3469,0.3191,0.3018,0.3913,0.3466,0.2846,0.3469,0.3157,3.183,12.5,0.0,1.424,72.2,68.7,0.0,75.6
BR_144,Archetype_B,5.257672875281678,32.24823008754586,3.0547575205485265,200.95771412107513,7.89192225456235,0.6511575596664696,0.2544,0.7469,0.5006,0.1722,0.7931,0.4826,0.1679,0.7469,0.4574,3.614,24.6,0.0,0.19,68.7,76.3,0.0,29.2
BR_145,Archetype_B,3.658743598217467,38.23945184699508,3.163809821852749,143.89101862542276,3.4887489390422766,1.8498276978275006,0.2029,0.2608,0.2318,0.1911,0.3052,0.2482,0.1801,0.2608,0.2204,2.768,30.8,0.0,1.565,75.7,80.4,0.0,84.6
BR_146,Archetype_B,4.180778092251927,30.43127098458141,4.690828136072651,164.72892895249714,5.367825543318494,1.9345664734942383,0.2555,0.3191,0.2873,0.2463,0.3528,0.2996,0.2386,0.3191,0.2788,2.834,24.2,0.0,1.496,67.8,79.4,0.0,77.4
BR_147,Archetype_B,4.3602177162726665,21.464466624915616,2.9683932311457153,161.15415044027577,4.946357931577345,0.927686017886747,0.2731,0.4407,0.3569,0.2065,0.5056,0.3561,0.2044,0.4407,0.3226,3.042,15.3,0.0,0.524,69.8,71.4,0.0,56.5
BR_148,Archetype_B,3.818362485490224,30.96024044746977,5.061777611784907,82.73602175999166,7.242432940451784,1.0928213176962243,0.2194,0.6498,0.4346,0.1799,0.806,0.493,0.1782,0.6498,0.414,2.621,25.4,0.0,0.502,68.6,82.0,0.0,45.9
BR_149,Archetype_B,5.211076013064244,28.025708825220207,4.025670669204539,190.17256383122128,3.1469745932662447,2.290330923890701,0.2597,0.1836,0.2216,0.2162,0.2163,0.2162,0.2114,0.1836,0.1975,3.656,20.8,0.0,2.033,70.2,74.2,0.0,88.8
BR_150,Archetype_B,5.022095214863711,16.832325225683665,6.0485144650680684,84.99058894224652,4.722590167411848,1.9640758082700054,0.3195,0.3491,0.3343,0.2463,0.4445,0.3454,0.2225,0.3491,0.2858,3.591,10.2,0.0,1.579,71.5,60.4,0.0,80.4
BR_151,Archetype_B,3.8289908044763084,27.73847217388909,4.673032049075344,113.03460057607658,7.015047562959065,1.9691222334853893,0.2262,0.4845,0.3554,0.2216,0.5638,0.3927,0.2159,0.4845,0.3502,2.723,22.6,0.0,1.397,71.1,81.5,0.0,70.9
BR_152,Archetype_B,3.1216011362338856,18.399340153786618,6.229718548530627,67.25805848085996,5.899456266265098,1.9713203650707911,0.383,0.4971,0.44,0.2341,0.653,0.4436,0.2296,0.4971,0.3634,1.648,11.5,0.0,1.49,52.8,62.7,0.0,75.6
BR_153,Archetype_B,4.041418842489147,42.522106017916165,3.333664241359203,71.23573547925963,5.19507433879846,1.1835297214642606,0.1285,0.5518,0.3401,0.1213,0.6566,0.3889,0.1171,0.5518,0.3344,3.388,37.0,0.0,0.76,83.8,87.1,0.0,64.2
BR_154,Archetype_B,2.136624614995412,28.84153215812565,6.603637372249543,108.20576174845338,4.8315669258195255,1.9431690018873446,0.4249,0.3073,0.3661,0.3508,0.3854,0.3681,0.3349,0.3073,0.3211,0.843,18.0,0.0,1.549,39.5,62.3,0.0,79.7
BR_155,Archetype_B,4.33103951725199,26.04454884581127,5.564734255870829,104.91276781153498,4.571447110324325,0.3554695072506328,0.2459,0.3984,0.3222,0.218,0.4957,0.3568,0.2127,0.3984,0.3056,3.014,19.9,0.0,0.316,69.6,76.5,0.0,88.8
BR_156,Archetype_B,2.923383736226751,26.526372415925792,4.197016431820435,91.743890420488,4.519368992367311,1.6775012459409828,0.2373,0.368,0.3026,0.2246,0.4344,0.3295,0.2212,0.368,0.2946,2.101,19.6,0.0,1.309,71.9,74.0,0.0,78.0
BR_157,Archetype_B,3.3144217562851916,32.286619586288815,5.065601532138635,181.54718272753036,3.42197635429154,1.8529755674236237,0.3071,0.1927,0.2499,0.3088,0.2118,0.2603,0.2957,0.1927,0.2442,1.83,25.4,0.0,1.574,55.2,78.6,0.0,84.9
BR_158,Archetype_B,3.8522030636460376,35.49659315895297,5.096428778724799,62.077692149892584,4.744954002317403,1.6930883255692208,0.2078,0.4504,0.3291,0.1384,0.5821,0.3602,0.1376,0.4504,0.294,2.854,27.1,0.0,1.306,74.1,76.4,0.0,77.1
BR_159,Archetype_B,2.171344256005571,36.46441346600703,3.520198227618975,95.12980521714857,4.402432234250901,2.8755385205484534,0.2283,0.3454,0.2868,0.2445,0.3932,0.3188,0.2194,0.3454,0.2824,1.482,30.7,0.0,2.516,68.2,84.1,0.0,87.5
BR_160,Archetype_B,4.862298909705887,33.40989702876756,5.122577849466936,133.1564681193072,3.4414549731994133,1.4362654362555924,0.2032,0.2319,0.2176,0.2036,0.257,0.2303,0.1979,0.2319,0.2149,3.65,27.8,0.0,1.155,75.1,83.1,0.0,80.4
BR_161,Archetype_B,2.4217043702491625,36.029074347344455,3.8029731249755785,114.26390737513545,4.996898695842642,1.2220402607076637,0.2369,0.4132,0.325,0.2606,0.4455,0.353,0.2343,0.4132,0.3238,1.677,29.8,0.0,0.814,69.2,82.6,0.0,66.6
BR_162,Archetype_B,2.9952769975611653,37.9473591061738,3.104791938762513,184.46308295210181,8.16238663897754,0.6278909325917887,0.2853,0.7942,0.5397,0.2419,0.8349,0.5384,0.2202,0.7942,0.5072,1.854,28.4,0.0,0.125,61.9,74.7,0.0,20.0
BR_163,Archetype_B,4.863422072386858,24.709548974323226,4.697947034206684,168.80792109099735,6.647567968351578,1.5265864966745608,0.2618,0.4164,0.3391,0.2459,0.4515,0.3487,0.2426,0.4164,0.3295,3.483,18.3,0.0,0.984,71.6,74.0,0.0,64.5
BR_164,Archetype_B,4.079416997578152,30.912370241552512,3.672325025051474,175.3177861233086,3.104815464109314,0.8026646733757237,0.2619,0.2628,0.2623,0.2218,0.2753,0.2486,0.2141,0.2628,0.2384,2.646,24.2,0.0,0.549,64.9,78.4,0.0,68.4
BR_165,Archetype_B,2.600999578178432,24.37385761659233,2.97614825332815,154.9201808527862,2.9770756780116727,1.3526738148638646,0.3219,0.2401,0.281,0.2728,0.2867,0.2798,0.2604,0.2401,0.2503,1.334,18.5,0.0,1.11,51.3,75.8,0.0,82.0
BR_166,Archetype_B,3.9075195139007444,42.301033971078446,3.3373797432160957,135.24384923737003,8.360437239812565,2.163366077119816,0.1795,0.6048,0.3922,0.1783,0.6893,0.4338,0.1668,0.6048,0.3858,3.071,35.3,0.0,1.481,78.6,83.4,0.0,68.5
BR_167,Archetype_B,4.704538484053791,41.79486794744123,5.92559217901424,189.21399319950007,3.7991310207373163,2.023097429829915,0.2416,0.194,0.2178,0.245,0.208,0.2265,0.2382,0.194,0.2161,3.157,34.6,0.0,1.713,67.1,82.8,0.0,84.7
BR_168,Archetype_B,3.475823364457348,23.462456253829878,4.877722843808988,101.43760451174421,2.642311355579682,0.8079117231812032,0.2592,0.2364,0.2478,0.2407,0.2654,0.253,0.2346,0.2364,0.2355,2.322,18.1,0.0,0.785,66.8,77.1,0.0,97.1
BR_169,Archetype_B,4.634403358751962,31.575079820634112,6.641699065000378,132.2398444370744,6.419804789977,0.4473937652408899,0.2612,0.4552,0.3582,0.2386,0.557,0.3978,0.2326,0.4552,0.3439,3.063,24.3,0.0,0.391,66.1,76.8,0.0,87.5
BR_170,Archetype_B,2.47467779719676,39.79714930537689,4.124806434040004,166.83670623260798,6.123666803358715,2.5576174775297082,0.2933,0.3615,0.3274,0.3134,0.413,0.3632,0.2788,0.3615,0.3202,1.442,31.1,0.0,2.058,58.3,78.2,0.0,80.5
BR_171,Archetype_B,2.2970905812693077,20.861687487009448,3.449876405063207,136.77813774886855,6.881450144167584,1.0478520010630243,0.3394,0.5804,0.4599,0.3223,0.6356,0.479,0.3107,0.5804,0.4456,1.179,15.7,0.0,0.486,51.3,75.1,0.0,46.4
BR_172,Archetype_B,4.508442262044456,27.99411811032005,3.883918614622549,188.29058410627866,3.0528506120209187,1.1003516519898429,0.2793,0.2211,0.2502,0.2312,0.2461,0.2386,0.2233,0.2211,0.2222,2.969,20.8,0.0,0.851,65.8,74.4,0.0,77.4
BR_173,Archetype_B,2.833049836539197,36.07212158369582,3.3891818770059947,168.98972475576738,2.2351490264012375,0.4033664505778013,0.2757,0.2062,0.241,0.2615,0.2503,0.2559,0.2378,0.2062,0.222,1.787,27.3,0.0,0.402,63.1,75.7,0.0,99.5
BR_174,Archetype_B,4.8785908940168525,20.23167808157215,1.9487169803863942,168.8525560830551,7.833676083178853,2.1852334476736477,0.2768,0.7653,0.521,0.159,0.8303,0.4946,0.1503,0.7653,0.4578,3.498,13.8,0.0,0.344,71.7,68.2,0.0,15.8
BR_175,Archetype_B,4.1640662132685,34.59800354378848,5.353026545194456,205.50977084597932,4.505069447545784,0.8245744327611645,0.2968,0.2914,0.2941,0.2773,0.3181,0.2977,0.2706,0.2914,0.281,2.483,26.8,0.0,0.785,59.6,77.4,0.0,95.2
BR_176,Archetype_B,4.9373487841611885,25.74291424991143,3.438002392651787,112.36457681321562,6.888329692876412,2.0397888129512327,0.1723,0.5333,0.3528,0.1682,0.6002,0.3842,0.1654,0.5333,0.3494,4.018,21.5,0.0,1.478,81.4,83.4,0.0,72.4
BR_177,Archetype_B,3.449579570192911,37.65957535557567,4.73644625382077,91.2261058748284,6.638040010678814,0.9976855959943983,0.2055,0.5951,0.4003,0.1859,0.7033,0.4446,0.18,0.5951,0.3875,2.522,29.9,0.0,0.456,73.1,79.3,0.0,45.7
BR_178,Archetype_B,3.2832934395852083,39.373525647173324,4.935076220730294,131.24843199618948,6.148830178612569,0.7873468519542937,0.2369,0.4903,0.3636,0.244,0.5136,0.3788,0.2285,0.4903,0.3594,2.317,31.3,0.0,0.734,70.6,79.4,0.0,93.2
BR_179,Archetype_B,5.123534599912216,41.2271208481237,3.2133346832798346,103.9299392048867,4.330896045250122,1.608260586816996,0.1277,0.3718,0.2498,0.1266,0.416,0.2713,0.1236,0.3718,0.2477,4.274,37.3,0.0,1.255,83.4,90.4,0.0,78.0
BR_180,Archetype_B,3.5625121788872054,23.964533587516286,2.6631169729383757,156.9996399214178,5.310024211763039,1.9739833011676768,0.2789,0.4167,0.3478,0.2087,0.4994,0.354,0.2007,0.4167,0.3087,2.279,18.0,0.0,1.541,64.0,75.1,0.0,78.0
BR_181,Archetype_B,3.843771793664293,37.03886461705064,4.952769754271845,166.50766086927825,5.326527340231216,1.6604678251504852,0.2475,0.321,0.2842,0.2531,0.3448,0.299,0.243,0.321,0.282,2.482,30.7,0.0,1.226,64.6,82.9,0.0,73.8
BR_182,Archetype_B,2.7405774564215366,36.84995521215192,4.7957018052144305,167.11157626026753,7.545890259592021,1.5798941638131199,0.2978,0.4661,0.382,0.3235,0.5031,0.4133,0.2917,0.4661,0.3789,1.707,28.2,0.0,0.964,62.3,76.4,0.0,61.0
BR_183,Archetype_B,1.8405718723026023,27.28012321858457,2.8847182673568077,118.75810134928822,7.140983343864166,1.704597648140175,0.2888,0.6044,0.4466,0.3041,0.6944,0.4992,0.2719,0.6044,0.4382,1.106,21.1,0.0,1.122,60.1,77.4,0.0,65.8
BR_184,Archetype_B,4.484552579935943,32.18539519548643,6.612414508585993,74.45282580412582,3.850396149501794,1.469201561757504,0.2575,0.3191,0.2883,0.1635,0.4304,0.297,0.1611,0.3191,0.2401,2.92,24.9,0.0,1.155,65.1,77.4,0.0,78.6
BR_185,Archetype_B,4.418349682964931,23.29956920029307,3.149903595664653,130.73065022333313,3.1519325213559393,1.5861597961195613,0.2148,0.2516,0.2332,0.1907,0.29,0.2404,0.1871,0.2516,0.2194,3.349,18.3,0.0,1.329,75.8,78.6,0.0,83.8
BR_186,Archetype_B,4.468773742448665,31.758828599890695,4.8733182374043755,97.6999875705468,8.169970713015672,1.8274689000510171,0.1953,0.6049,0.4001,0.179,0.728,0.4535,0.1748,0.6049,0.3899,3.316,26.4,0.0,1.161,74.2,83.1,0.0,63.5
BR_187,Archetype_B,3.557208693295114,23.859936060414274,7.041581419916576,193.3811331675228,6.749939109768674,1.9211081577518059,0.3912,0.3264,0.3588,0.398,0.3531,0.3756,0.3863,0.3264,0.3564,1.891,16.1,0.0,1.37,53.2,67.5,0.0,71.3
BR_188,Archetype_B,3.424987953356347,19.448332215103452,3.3866989908925835,115.16768310268779,8.461752628104074,1.2851106294121457,0.2435,0.7192,0.4813,0.236,0.7846,0.5103,0.23,0.7192,0.4746,2.483,15.1,0.0,0.595,72.5,77.5,0.0,46.3
BR_189,Archetype_B,3.1279063005414973,21.307037500233132,3.513296914914222,70.11854701270518,3.8445513823137647,0.8153268127129939,0.2048,0.4446,0.3247,0.1873,0.5264,0.3568,0.1826,0.4446,0.3136,2.297,17.4,0.0,0.502,73.4,81.8,0.0,61.5
BR_190,Archetype_B,3.1527825343807736,33.46221522016839,3.352764274433543,66.73994257142229,6.1929090252955366,0.4668855045138878,0.1621,0.8884,0.5252,0.1488,0.9575,0.5532,0.144,0.8884,0.5162,2.496,27.9,0.0,0.01,79.2,83.5,0.0,2.2
BR_191,Archetype_B,5.010947310548903,29.10419503521685,3.1936996762691043,138.1115141383773,6.0379042038109425,1.870352176758304,0.1912,0.4546,0.3229,0.1676,0.5273,0.3474,0.1627,0.4546,0.3086,3.881,23.8,0.0,1.378,77.5,81.9,0.0,73.7
BR_192,Archetype_B,4.48960314927512,29.620386229441905,3.155633446499655,148.805906572455,6.227823623370087,1.273304259767663,0.2165,0.5026,0.3596,0.1823,0.5867,0.3845,0.1758,0.5026,0.3392,3.273,24.0,0.0,0.765,72.9,80.9,0.0,60.1
BR_193,Archetype_B,3.934522340990142,19.964476987248258,5.43178270219987,83.0805837330011,5.104208142000102,1.9115326406125832,0.2865,0.3949,0.3407,0.219,0.4942,0.3566,0.2166,0.3949,0.3057,2.649,14.0,0.0,1.495,67.3,70.0,0.0,78.2
BR_194,Archetype_B,4.129818245608322,26.161924477405705,2.7643230212674217,45.55128839378974,2.160642504973718,2.6102047643390627,0.124,0.2776,0.2008,0.1021,0.3026,0.2023,0.0997,0.2776,0.1887,3.476,23.1,0.0,2.434,84.2,88.4,0.0,93.2
BR_195,Archetype_B,5.487368975864685,29.309691249168143,4.490502637581468,114.48232993612704,5.064055923510453,2.639569712291494,0.1761,0.335,0.2556,0.1729,0.3905,0.2817,0.1697,0.335,0.2524,4.425,24.4,0.0,2.226,80.6,83.1,0.0,84.3
BR_196,Archetype_B,5.252786186861329,34.18191215653606,6.443840790553011,95.34385423147026,4.625423275799431,1.8482101955257086,0.2243,0.3198,0.272,0.1723,0.4072,0.2898,0.1684,0.3198,0.2441,3.728,27.1,0.0,1.471,71.0,79.2,0.0,79.6
BR_197,Archetype_B,3.830419163463747,23.923683227599415,6.1622257908460725,156.3986974650139,5.163619137795443,2.0353713364560613,0.3216,0.2796,0.3006,0.3193,0.3171,0.3182,0.3104,0.2796,0.295,2.372,17.1,0.0,1.614,61.9,71.6,0.0,79.3
BR_198,Archetype_B,4.517456428826432,32.29352808971768,5.249833009819798,142.78756623664987,7.432149155590273,1.9078551397932495,0.2232,0.4487,0.3359,0.2263,0.5048,0.3656,0.22,0.4487,0.3344,3.275,26.5,0.0,1.301,72.5,82.1,0.0,68.2
